,index,sentence,old_model_label,pred_label
8470,8470, jetblue jayvig roxydigital awww _ to the realtime appreciation from jetblue rockingthetweets jvmchat,2,
8471,8471, southwestair am committed okay please hook me up for destinationdragons,1,
8472,8472, united there is no good word for describing how angry and pissed off of customer you have made me ,0,
8473,8473, united 1 75 hour delay nothing says sorry like voucher missing time with family family precioustime,0,
8474,8474, usairways fuck you,0,
8475,8475,why lord why jetblue our fleet on fleek http co nlzs1ehnee ,1,
8476,8476, americanair trying to get home is beyond complicated it should not be this hard students are split up and we will not fly aa ever again,0,
8477,8477, united booked 11 tix 1 month ago and now its about 157 cheaper and customer service was useless what up with that ,0,
8478,8478, united did the ac went on for about 20 minutes before returning to the mojave desert pressurecooker heattrap,0,
8479,8479, americanair at some point need to tell passengers what is going on at jfk waiting to get on flight it is mess ,0,
8480,8480, jetblue julesdameron considering accessibility is an absolute must equality,0,
8481,8481, united this is why fly southwestair never have any issues,2,
8482,8482, united unhappy with your new mileage rules was my main reason to keep flying united will have to take my business elsewhere,0,
8483,8483, southwestair have few questions about flying with my maltese puppy can you dm me ,1,
8484,8484, usairways 7 hrs stranded in dca zero apologies and the worst customer service been faithful traveler for 15 years but no more ,0,
8485,8485,looking forward to using passbook when fly southwestair in few weeks ,2,
8486,8486, jetblue sorry to report we are stuck on tarmac being held so notwheelsup,0,
8487,8487, southwestair wrote to your customer support on monday re cancelled flighted flight but haven heard back any idea what up thanks ,0,
8488,8488, virginamerica congrats on winning the travelzoo award for best deals from an airline us http co kj1iljaebv,2,
8489,8489, americanair so you fail again flight to rdu sitting waiting on flight attendants your logistics are not good,0,
8490,8490,thanks united for writing back to assist you can return the bag you lost amp clean up the feces sprinkled in your bathroom too much to ask ,0,
8491,8491, united refreshes my browser right before checkout error load message ticket price increased 358 in matter of sec dounotwantmybusiness ,0,
8492,8492, southwestair won answer their phones horribleservice neveragain frustrated answerthephone,0,
8493,8493, usairways is the 7th circle of hell right after the dmv noshadetothedmv,0,
8494,8494, united now let there also pls be in flight live tv on ua469 den ewr so can watch the oscars ,0,
8495,8495, usairways beware barklays bank has terrible cust service will not assist only know to go by badly written book in english ,0,
8496,8496, usairways some of my 4 kids are anxious husband and can sit with all 4 with current setup no warning that our 6 seats changed ,0,
8497,8497, united o to delta for coming in clutch and finally taking me home ,1,
8498,8498, southwestair on flight 771 tomorrow wed 2 18 den bna will we be delayed or cancelled flightled ,1,
8499,8499, southwestair notpghtimothy no exceptions for national awards ,1,
8500,8500, jetblue know you guys are super busy but is flight 1222 an a320 or e190 ,1,
8501,8501, usairways m on the flight finally in the air not enough food to feed customers no movie or entertainment on 5 hr flight ,0,
8502,8502, united problem is on laptop not phone,0,
8503,8503, usairways 44 minutes on hold so far and still haven spoke to human never using you again ,0,
8504,8504, usairways my email gets me canned response that it takes 10 days for mileage to get credited it been three months and my miles,0,
8505,8505, united now see it 72 hours thanks,1,
8506,8506, virginamerica or watch some of the best student films in the country at 35 000 feet cmfat35000feet http co kek5pdmgif,1,
8507,8507, united no worries your customer service gets bad wrap but just spoke agent who saved me huge amounts of time amp apologized for yesterday,2,
8508,8508, united understand the intention but it pales in comparison to day of lost wages for both my wife and because of the delay ,0,
8509,8509, southwestair after flying delta this week gogo was so good the tweet sent you didn even send until we landed that how bad it was,0,
8510,8510, southwestair saysorrychris can you follow back for quick dm sw followed,1,
8511,8511, southwestair amazing view on the approach to lax tonight http co a68d5fulmh,2,
8512,8512, usairways been on hold 2 5 hours now system hung up on me twice after an hour holding trying 2 correct online flight booking problems error unhappy,0,
8513,8513, jetblue thx social media person ,2,
8514,8514, americanair marxsterbcow how is this real life response to customer service issue seriously keep trying to call us eh might work ,0,
8515,8515, usairways thank you,2,
8516,8516, americanair dming you now big thanks ,2,
8517,8517, americanair can you tell me what that means work and just need an estimated time of arrival please need my laptop for work thanks,0,
8518,8518, usairways ve been told that you get percentage on every plastic bottle that is sold around yout departure section turn up the heat,1,
8519,8519, southwestair 2 hours on hold trying to reschedule cancelled flightled flight hold music stopped but no one answering how can reach rep ,0,
8520,8520, usairways if my flight 4035 is delayed what time do have to arrive at bhm ,1,
8521,8521, usairways yes thanks but took forever,0,
8522,8522, americanair dallas fort worth flight number 5320,1,
8523,8523, americanair next friday ll take aa3074 to lga sat morning us1951 us874 do have to take my bags at lga or get them to my final dest ,1,
8524,8524, usairways worst experience with you cancelled flightled flight no voucher and no luggage because ramp was broken no other ramps in charlotte ,0,
8525,8525, usairways packed carry on for reason thanks for making me check it hoped for better customer service in cle also nothappy,0,
8526,8526, jetblue we are bringing 2 guitars can we bring them as carry on ,1,
8527,8527, southwestair my friends from boston stuck in denver her name jane rncahill please contact her ,0,
8528,8528, usairways thanks for overflight booking problems first class and automatically downgrading my upgrade 3 min before boarding ffstatusdontmatter thenewaa,0,
8529,8529, usairways 603 amp 2705 dfw to psp thank you ,2,
8530,8530, southwestair you completely let me down tonight your gate agents ambivalence is just too much how sad for you amp me ,0,
8531,8531, united not good day to fly two delayed flights still on plane at ewr waiting over 1 5 hours for gate get to gate no gate agent ,0,
8532,8532, americanair for the past 5 5 hours call volume is so high that no one can take my call to cancelled flight my itinerary youredoingitwrong 1 2,0,
8533,8533, americanair that will be the third time have been called by 800 433 7300 an hung on before anyone speaks what do do now ,0,
